artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Thomas Daniel,Since U Been Gone,Since U Been Gone - Acoustic Version,50,221170,False,0.538,0.162,5,-13.31,1,0.0299,0.847,0.0,0.114,0.366,94.981,4,acoustic
Masayoshi Yamazaki,"One more time,One more chance","One more time,One more chance",47,330786,False,0.519,0.429,11,-7.707,0,0.0317,0.658,0.0,0.111,0.396,129.491,4,acoustic
Kina Grannis,Creep,Creep,58,234135,False,0.585,0.103,7,-12.682,1,0.0309,0.801,0.0,0.126,0.179,133.057,4,acoustic
Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,173250,False,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.8e-06,0.0743,0.394,96.808,4,acoustic
YUZU,Shinsekai,Hyouriittai,52,336619,False,0.223,0.891,1,-3.626,0,0.138,0.325,0.0,0.287,0.333,159.888,4,acoustic
Canyon City,How Long Will I Love You,How Long Will I Love You,55,144830,False,0.382,0.157,1,-16.157,1,0.0361,0.878,0.000473,0.112,0.224,136.11,4,acoustic
Zack Tabudlo,Binibini,Binibini,67,221538,False,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,4,acoustic
Aron Wright,You Were Supposed to Be Different,You Were Supposed to Be Different,45,192972,False,0.436,0.239,7,-12.83,1,0.0282,0.861,8.48e-05,0.0902,0.137,73.761,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 3",Thinking out Loud,56,278640,False,0.702,0.326,1,-6.638,1,0.0272,0.705,0.0,0.168,0.628,79.904,4,acoustic
Jonah Baker,Covers,Perfect / Style,37,212864,False,0.593,0.292,11,-12.755,1,0.0364,0.828,0.0,0.174,0.375,111.121,4,acoustic
The Civil Wars,Barton Hollow,Poison & Wine,54,219466,False,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,153.848,4,acoustic
Howie Day,Stop All The World Now,Collide,66,249120,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4,acoustic
Ingrid Michaelson,Be OK,You And I,63,148400,False,0.698,0.285,0,-7.632,1,0.0553,0.927,0.0,0.0883,0.53,135.027,4,acoustic
Zack Tabudlo;Billkin,Give Me Your Forever,Give Me Your Forever (ft. Billkin),58,244800,False,0.601,0.439,8,-7.589,1,0.0269,0.0642,0.0,0.0942,0.275,99.976,4,acoustic
Landon Pigg,Coffee Shop,Falling in Love at a Coffee Shop,55,270840,False,0.332,0.298,4,-14.174,1,0.0569,0.875,0.00784,0.114,0.243,83.555,4,acoustic
Zack Tabudlo,Episode,Habang Buhay,69,244067,False,0.62,0.668,9,-5.719,1,0.0305,0.088,0.0,0.362,0.183,118.013,4,acoustic
Jonah Baker,Beautiful Soul,Beautiful Soul,44,214738,False,0.394,0.281,9,-11.12,1,0.0414,0.826,0.0,0.0854,0.485,90.044,4,acoustic
Jonah Baker,Girls Like You (Acoustic Version),Girls Like You - Acoustic Version,44,188494,False,0.543,0.138,0,-14.331,1,0.0531,0.791,0.0,0.185,0.3,115.65,4,acoustic
Zack Tabudlo,Nangangamba,Nangangamba,70,210354,False,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,4,acoustic
Us The Duo,Better Together,Better Together,64,200706,False,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,109.891,4,acoustic
Tyler Ward;Karis;Ray Lorraine,One More Time Around,One More Time Around,47,205666,False,0.429,0.358,0,-9.076,1,0.0346,0.614,0.0,0.0875,0.187,134.279,4,acoustic
Zack Tabudlo,Episode,Heart Can’t Lose,55,240952,False,0.647,0.567,1,-8.971,1,0.0328,0.0318,0.0,0.133,0.374,125.871,4,acoustic
Donovan Woods;Tenille Townes,The Other Way,I Ain't Ever Loved No One - Acoustic,57,199594,False,0.322,0.213,10,-14.915,0,0.0318,0.611,0.0,0.113,0.16,160.389,4,acoustic
Ray LaMontagne,Till The Sun Turns Black,Empty,48,317280,False,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,4,acoustic
Megan Davies,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,231965,False,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,163.99,4,acoustic
Tim Halperin,Covers,The Reason,53,200800,False,0.423,0.207,7,-8.811,1,0.0289,0.887,0.0,0.0948,0.209,149.664,4,acoustic
Canyon City,Refuge,Fix You,60,261665,False,0.522,0.152,2,-14.996,1,0.0303,0.788,2.37e-05,0.148,0.133,144.055,4,acoustic
JJ Heller,Hand to Hold,Hand to Hold,54,231605,False,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97e-06,0.111,0.261,133.737,4,acoustic
Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",Heaven,61,250063,False,0.619,0.28,8,-10.238,0,0.0317,0.73,0.0,0.103,0.292,129.948,4,acoustic
Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Spark - Bonus Track,51,201933,False,0.596,0.429,3,-10.16,1,0.0377,0.775,0.0107,0.0962,0.229,148.086,4,acoustic
Drew Holcomb & The Neighbors,Medicine,American Beauty,63,158013,False,0.645,0.169,9,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,167.826,4,acoustic
Ray LaMontagne,Part Of The Light,Such A Simple Thing,65,296386,False,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,4,acoustic
Amos Lee,Amos Lee,Colors,64,160453,False,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,128.615,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 6",Someone You Loved,57,182442,False,0.736,0.364,1,-5.966,1,0.0349,0.741,0.0,0.0932,0.371,110.023,4,acoustic
Days N Daze,Show Me the Blueprints.,Flurry Rush,37,169318,True,0.371,0.674,9,-3.72,1,0.0488,0.169,0.0,0.0889,0.92,87.603,4,acoustic
Sara Bareilles,The Blessed Unrest,I Choose You,63,218573,False,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,4,acoustic
Mindy Gledhill,Anchor,I Do Adore,53,149160,False,0.69,0.334,9,-5.626,1,0.066,0.947,0.0,0.0895,0.8,74.721,4,acoustic
Get Dead,Tall Cans & Loose Ends,Fuck You,36,169266,True,0.608,0.917,11,-5.341,1,0.0601,0.236,0.0,0.13,0.936,117.875,4,acoustic
John Adams,Believe (Acoustic),Believe - Acoustic,57,179886,False,0.765,0.241,4,-8.865,1,0.0373,0.873,0.0,0.111,0.182,123.95,4,acoustic
Aoi Teshima,Cheek to Cheek~I Love Cinemas~,C'est si bon,51,108346,False,0.735,0.203,9,-13.237,0,0.0539,0.854,0.00164,0.105,0.479,113.913,4,acoustic
Jonah Baker,Baby (Acoustic Version),Baby (Acoustic Version),42,160768,False,0.655,0.147,8,-14.409,1,0.0371,0.88,0.0,0.266,0.328,116.103,4,acoustic
YUZU,Land,Reason,47,304320,False,0.363,0.819,7,-3.128,1,0.0634,0.0591,0.0,0.0988,0.468,122.527,4,acoustic
Boyce Avenue;Emma Heesters,I Like Me Better,I Like Me Better,54,201508,False,0.473,0.263,9,-8.609,1,0.033,0.814,0.0,0.142,0.315,87.145,4,acoustic
Zack Tabudlo,Asan Ka Na Ba,Asan Ka Na Ba,73,241132,False,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,4,acoustic
Thomas Daniel,drivers license,drivers license,56,246345,False,0.439,0.217,2,-13.166,1,0.0413,0.933,0.0,0.126,0.373,144.413,4,acoustic
Jason Mraz,YES!,Love Someone,59,257173,False,0.582,0.347,7,-14.769,1,0.0305,0.317,0.00678,0.111,0.0797,97.957,4,acoustic
A Fine Frenzy,One Cell In The Sea,Almost Lover,57,268800,False,0.549,0.24,0,-7.778,1,0.0338,0.947,0.0,0.106,0.167,119.58,4,acoustic
Roses & Frey,Dance Monkey,Dance Monkey,51,197850,False,0.541,0.192,0,-13.995,0,0.0282,0.893,0.0,0.193,0.317,139.938,4,acoustic
Parachute,Parachute,Ocean,48,222400,False,0.662,0.711,5,-4.924,1,0.0279,0.0686,1.17e-05,0.085,0.352,119.989,4,acoustic
Kina Grannis,Dream a Little Dream of Me,Dream a Little Dream of Me,52,142379,False,0.665,0.185,1,-13.852,1,0.0381,0.913,0.0,0.334,0.458,82.474,4,acoustic
The Mayries,Back For Good,Back For Good,54,194667,False,0.591,0.175,6,-12.959,1,0.038,0.927,0.0,0.133,0.352,139.902,4,acoustic
Canyon City,OK,OK,55,212400,False,0.489,0.183,0,-14.769,1,0.033,0.907,3.95e-05,0.106,0.486,79.961,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 6",Hey There Delilah,49,230868,False,0.664,0.319,0,-8.149,0,0.0271,0.862,0.0,0.121,0.258,105.036,4,acoustic
Andrew Foy;Renee Foy,Arcade,Arcade,37,186738,False,0.408,0.266,10,-12.9,0,0.0404,0.875,0.000498,0.104,0.35,143.651,4,acoustic
Kina Grannis,Yellow,Yellow,52,193536,False,0.623,0.132,0,-13.668,1,0.035,0.893,0.0,0.217,0.266,82.105,4,acoustic
Jon Bryant,Headphones,Headphones,56,204998,False,0.559,0.455,5,-8.937,1,0.0306,0.421,2.08e-06,0.103,0.396,159.985,4,acoustic
The Rescues,Teenage Dream,Teenage Dream,46,219093,False,0.642,0.408,10,-8.168,1,0.0396,0.729,0.0,0.185,0.411,119.81,4,acoustic
Ivan & Alyosha,The Worth Of The Wait,The Worth Of The Wait,55,171800,False,0.48,0.618,2,-7.335,1,0.0501,0.844,8.93e-05,0.325,0.344,82.051,4,acoustic
Austin Plaine,Austin Plaine,Never Come Back Again,57,196240,False,0.594,0.695,8,-8.872,1,0.0259,0.19,3.58e-06,0.119,0.172,104.977,4,acoustic
Plamina,Someone You Loved (Acoustic),Someone You Loved - Acoustic,55,169253,False,0.647,0.298,3,-7.91,1,0.0311,0.861,0.0,0.12,0.31,106.244,4,acoustic
Joshua Hyslop,Echos,Long Way Down,60,257972,False,0.711,0.231,2,-13.033,1,0.0346,0.832,0.00115,0.105,0.186,125.062,4,acoustic
Phillip LaRue,The Meaning,Marigold,53,172708,False,0.615,0.406,6,-12.619,1,0.0358,0.541,1.67e-05,0.0982,0.541,166.035,4,acoustic
krissy & ericka,Twelve: Fifty One (International Version),12:51,64,246280,False,0.503,0.357,3,-9.36,1,0.0272,0.727,0.0,0.128,0.438,136.135,4,acoustic
Takehara Pistol,リョウメンシダ/サンサーラ,サンサーラ,34,331984,False,0.45,0.183,2,-9.003,1,0.0309,0.762,3.41e-06,0.11,0.219,61.192,4,acoustic
Allman Brown;Liz Lawrence,1000 Years,Sons and Daughters,50,216052,False,0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,147.997,4,acoustic
Ben Rector,Brand New,Brand New,65,243933,False,0.555,0.934,9,-5.04,1,0.113,0.00268,0.0,0.122,0.422,144.874,4,acoustic
Ben Rector,Brand New,"30,000 Feet",57,256933,False,0.555,0.452,0,-9.636,1,0.0554,0.694,0.0,0.0595,0.321,179.921,4,acoustic
Ray LaMontagne,Trouble,Jolene,64,250866,False,0.588,0.142,7,-15.196,1,0.0329,0.863,0.000162,0.0953,0.288,119.656,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),No Ceiling,58,94053,False,0.724,0.652,3,-6.869,1,0.0247,0.46,0.000142,0.101,0.75,106.911,4,acoustic
Joy Williams,Front Porch,Front Porch,64,231813,False,0.567,0.224,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,124.44,4,acoustic
Days N Daze,Rogue Taxidermy,Goodbye Lulu,35,150047,True,0.544,0.839,5,-8.991,1,0.0568,0.784,0.0,0.341,0.967,87.609,4,acoustic
Ray LaMontagne,Cruising,Three More Days,36,216773,False,0.555,0.68,10,-8.358,0,0.0323,0.126,0.000906,0.0506,0.903,84.518,4,acoustic
Callum J Wright,Isn't She Lovely (Acoustic),Isn't She Lovely - Acoustic,54,145771,False,0.69,0.306,9,-9.193,1,0.0356,0.805,0.0,0.0968,0.424,115.671,4,acoustic
Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 4",We Could Still Be Happy,43,279260,False,0.513,0.317,10,-17.036,1,0.0363,0.365,0.003,0.118,0.177,84.853,4,acoustic
John Adams,Fix You (Acoustic),Fix You - Acoustic,49,162963,False,0.494,0.152,3,-9.843,1,0.0313,0.947,0.0,0.123,0.304,134.178,4,acoustic
Lusaint,I'm Yours (Acoustic),I'm Yours - Acoustic,55,166189,False,0.634,0.267,11,-7.396,1,0.044,0.841,0.0,0.11,0.391,143.514,4,acoustic
Boyce Avenue;Sarah Hyland,"Cover Sessions, Vol. 4",Closer,54,244188,False,0.694,0.471,8,-8.62,1,0.0281,0.411,0.0,0.233,0.466,95.003,4,acoustic
Mother's Daughter;Beck Pete,A Sky Full of Stars,A Sky Full of Stars,55,165067,False,0.643,0.11,6,-14.28,1,0.0294,0.876,1.38e-05,0.112,0.152,101.995,4,acoustic
Aron Wright,I Don't Believe in Satan,I Don't Believe in Satan,39,208571,False,0.422,0.41,6,-14.151,0,0.0467,0.00855,0.0,0.104,0.354,83.952,4,acoustic
The Perishers,Let There Be Morning (Bonus Track Version),Pills,51,189240,False,0.543,0.288,0,-8.608,0,0.0258,0.667,0.0,0.113,0.293,95.435,4,acoustic
Tyler Ward;Madysyn,he said. she said.,Shallow - Acoustic,52,182553,False,0.332,0.282,7,-7.257,1,0.044,0.825,0.0,0.104,0.234,187.057,4,acoustic
Jonah Baker,Watermelon Sugar (Acoustic),Watermelon Sugar - Acoustic,56,183093,False,0.43,0.121,10,-15.148,1,0.0404,0.908,0.0,0.161,0.461,91.211,4,acoustic
Matt Johnson;Jaclyn Davies,Say You Won't Let Go (Acoustic),Say You Won't Let Go - Acoustic,48,243724,False,0.432,0.197,3,-9.251,1,0.0414,0.87,0.0,0.11,0.348,163.985,4,acoustic
Kitri,Hikare Inochi,Hikare Inochi,41,322146,False,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,4,acoustic
Ben Woodward,Call You Mine (Acoustic Piano),Call You Mine (Acoustic Piano),40,209554,False,0.733,0.297,5,-14.452,1,0.0359,0.935,2.75e-06,0.108,0.766,103.953,4,acoustic
Kina Grannis,In the Waiting,For Now,57,198403,False,0.394,0.249,5,-10.484,1,0.0396,0.927,0.0,0.115,0.329,79.549,4,acoustic
Greg Laswell,Three Flights From Alto Nido,Sweet Dream,53,67746,False,0.41,0.234,1,-15.236,1,0.0421,0.798,0.00304,0.108,0.19,93.72,4,acoustic
Ross Copperman,Stars Are on Your Side,Stars Are on Your Side,49,218004,False,0.255,0.625,0,-8.31,1,0.0323,0.63,0.000211,0.0976,0.191,84.611,4,acoustic
Jonah Baker;Sara Phillips,Covers,We Don't Talk Anymore / Cold (feat. Sara Phillips),26,222911,False,0.524,0.328,11,-10.001,1,0.0403,0.817,0.0,0.118,0.599,99.941,4,acoustic
Joe Brooks,Constellation Me,Superman,53,206693,False,0.464,0.653,6,-7.514,1,0.101,0.199,0.0,0.0979,0.416,162.196,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 5",Chasing Cars,52,246979,False,0.659,0.331,10,-8.987,1,0.0321,0.809,0.0,0.0996,0.0877,105.01,4,acoustic
Zack Tabudlo,Episode,Calm Me Down,51,282950,False,0.592,0.49,10,-8.508,1,0.0263,0.395,0.0,0.333,0.437,99.994,4,acoustic
Masaharu Fukuyama,KISSして,KISSして,35,222626,False,0.467,0.851,6,-4.203,1,0.0526,0.000353,0.0,0.33,0.644,93.873,4,acoustic
Zack Tabudlo;James TW,Binibini (Last Day On Earth),Binibini (Last Day On Earth) (feat. James TW),54,219692,False,0.564,0.391,5,-7.655,1,0.0311,0.478,0.0,0.127,0.101,130.03,4,acoustic
Ciaran Lavery,Kosher,Left for America,50,170786,False,0.498,0.384,4,-10.752,1,0.0976,0.818,0.000937,0.13,0.25,79.856,4,acoustic
Chord Overstreet,Hold On (Acoustic),Hold On - Acoustic,48,200346,False,0.702,0.259,2,-9.73,1,0.0403,0.878,5.34e-06,0.108,0.246,120.102,4,acoustic
The Civil Wars,The Civil Wars,Dust to Dust,49,229653,False,0.747,0.265,1,-14.141,1,0.0354,0.745,0.0169,0.11,0.2,138.017,4,acoustic
Masaharu Fukuyama,Good night,Good night,35,354213,False,0.522,0.498,7,-7.247,1,0.0257,0.0758,1.51e-06,0.25,0.221,145.908,4,acoustic
Zack Tabudlo,As You Are,As You Are,60,183969,False,0.715,0.438,10,-6.147,0,0.0373,0.353,1.75e-06,0.108,0.447,81.07,4,acoustic
Zack Tabudlo,Episode,Binibini,65,221538,False,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,4,acoustic
Sara Farell,#Covers,It Aint Me,52,192545,False,0.354,0.415,9,-6.578,1,0.0289,0.797,0.0,0.107,0.421,175.537,4,acoustic
Ingrid Michaelson;AJR,The Lotto,The Lotto,59,193695,False,0.687,0.748,3,-4.54,1,0.0785,0.24,0.0,0.373,0.872,88.944,4,acoustic
Andrew Belle,The Ladder,Make It Without You,49,272612,False,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,117.663,4,acoustic
JJ Heller,"Big Love, Small Moments","Big Love, Small Moments",52,204293,False,0.582,0.282,0,-9.229,1,0.0316,0.793,2.01e-06,0.0744,0.278,118.019,4,acoustic
Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,I Am Not Alone,46,252386,False,0.568,0.18,7,-11.707,1,0.0284,0.758,6.17e-05,0.111,0.228,112.033,4,acoustic
Joshua Hyslop,Echos,Stand Your Ground,62,203253,False,0.71,0.271,7,-9.541,1,0.0283,0.658,4.59e-06,0.115,0.686,131.88,4,acoustic
Front Porch Step,I Never Loved Before I Found You,Perfect Man,32,291332,False,0.574,0.704,0,-4.65,1,0.0318,0.0931,0.000281,0.136,0.338,117.086,4,acoustic
Takehara Pistol,It's My Life,あ。っという間はあるさ,33,172373,False,0.64,0.895,9,-3.068,1,0.0316,0.273,0.0,0.247,0.94,115.941,4,acoustic
Eric Hutchinson,Pure Fiction,Tell The World,58,161328,False,0.669,0.854,4,-5.899,1,0.0431,0.0653,0.0,0.288,0.706,120.035,4,acoustic
Brett Dennen,So Much More (Special Edition),Ain't No Reason,57,220306,False,0.615,0.358,5,-9.694,1,0.0552,0.705,0.0,0.113,0.432,146.06,4,acoustic
Five For Fighting,Bookmarks,What If,55,207228,False,0.565,0.895,0,-5.354,1,0.04,0.194,0.0,0.101,0.592,149.919,4,acoustic
The Bridge City Sinners,Bridge City Sinners,Pussy Cat,33,122874,False,0.586,0.702,0,-4.418,1,0.132,0.59,0.0,0.146,0.644,177.598,4,acoustic
Frank Turner,Tape Deck Heart (Deluxe Edition),Polaroid Picture,33,223015,False,0.564,0.604,7,-5.055,1,0.0549,0.0287,4.74e-06,0.108,0.341,113.091,4,acoustic
Matt Costa,sadsadchristmas,I Bet On Flying High,0,155000,False,0.543,0.359,8,-6.571,1,0.0302,0.651,0.0,0.0981,0.346,109.735,4,acoustic
Matt Costa,Christmas Vibes But Not Christmas Songs,I Bet On Flying High,0,155000,False,0.543,0.359,8,-6.571,1,0.0302,0.651,0.0,0.0981,0.346,109.735,4,acoustic
Matt Costa,Acoustic Christmas Campfire,I Bet On Flying High,0,155000,False,0.543,0.359,8,-6.571,1,0.0302,0.651,0.0,0.0981,0.346,109.735,4,acoustic
Jonah Baker,Mirrors (Acoustic),Mirrors - Acoustic,52,224170,False,0.638,0.287,8,-11.174,0,0.0412,0.81,0.0,0.0804,0.445,128.025,4,acoustic
Jonah Baker,Stay - Acoustic,Stay - Acoustic,50,181311,False,0.622,0.221,9,-14.335,1,0.0583,0.901,0.0,0.107,0.297,131.827,4,acoustic
Meiko,The Bright Side,Leave The Lights On,56,248360,False,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,121.938,4,acoustic
Erin McCarley,I Won't Let You Down,I Won't Let You Down,40,198344,False,0.495,0.329,7,-11.661,1,0.0386,0.652,7.61e-05,0.0606,0.0919,72.992,4,acoustic
Jason Mraz,Look For The Good,Look For The Good (Single Version),21,239697,False,0.71,0.615,0,-8.23,1,0.133,0.0384,0.0,0.283,0.746,90.263,4,acoustic
Isabella Celander,Stargazing,Stargazing,55,186334,False,0.69,0.204,7,-12.427,1,0.0301,0.932,1.73e-06,0.119,0.525,139.587,4,acoustic
Roses & Frey,Bad Liar,Bad Liar,50,226877,False,0.596,0.195,7,-11.02,1,0.0264,0.926,0.0,0.139,0.176,82.114,4,acoustic
Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 3",Is It You,41,273260,False,0.66,0.743,9,-8.302,1,0.0506,0.0329,0.00136,0.098,0.445,130.025,4,acoustic
Us The Duo,Slow Down Time,Slow Down Time,44,196920,False,0.733,0.657,2,-6.843,1,0.0272,0.013,6.73e-05,0.317,0.433,109.954,4,acoustic
Jess Penner,"Love, Love, Love",Sweeter,33,196026,False,0.686,0.377,9,-9.59,1,0.0589,0.638,0.0,0.128,0.551,92.042,4,acoustic
Daniel Robinson,Heat Waves (Acoustic),Heat Waves - Acoustic,56,193027,False,0.659,0.338,6,-10.367,0,0.0376,0.842,0.0,0.277,0.495,145.877,4,acoustic
Yosui Inoue;Tamio Okuda,ショッピング,アジアの純真,32,233280,False,0.732,0.83,0,-6.63,1,0.0309,0.201,3.04e-05,0.0802,0.871,111.664,4,acoustic
Jonah Baker;Celine,If the World Was Ending (Acoustic),If the World Was Ending - Acoustic,35,213091,False,0.522,0.202,9,-13.38,1,0.0861,0.918,0.0,0.185,0.457,147.992,4,acoustic
Greg Laswell,Three Flights From Alto Nido,Comes And Goes (In Waves),55,253546,False,0.565,0.698,0,-8.596,1,0.0295,0.54,0.0183,0.124,0.155,120.013,4,acoustic
Masaharu Fukuyama,残響,ながれ星,33,317400,False,0.474,0.408,7,-11.42,1,0.0332,0.603,2.77e-05,0.104,0.238,143.881,4,acoustic
Stephen Speaks,Passenger Seat,Passenger Seat,65,274245,False,0.515,0.769,7,-5.696,1,0.031,0.0456,0.00436,0.0961,0.644,153.046,4,acoustic
Matt White,Best Days,Love,60,170040,False,0.759,0.684,0,-5.751,1,0.0315,0.269,0.0,0.13,0.759,107.948,4,acoustic
Masaharu Fukuyama,残響,明日の☆SHOW,34,290480,False,0.644,0.603,10,-5.83,1,0.0263,0.306,0.0,0.262,0.516,113.413,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",Love Me Like You Do,55,198218,False,0.45,0.254,4,-9.873,1,0.0414,0.827,0.0,0.204,0.248,92.644,4,acoustic
Canyon City,Bluebird,Lost Sparks,51,225400,False,0.548,0.3,4,-12.71,1,0.0298,0.757,9.28e-06,0.0851,0.264,135.902,4,acoustic
Tristan Prettyman,Back to Home,Who We Are,48,259877,False,0.521,0.507,7,-7.007,1,0.0319,0.0162,4.43e-05,0.148,0.153,108.168,4,acoustic
Masaharu Fukuyama,SING A SONG,Heart (Original Version),34,288426,False,0.587,0.842,4,-6.04,1,0.0268,0.278,0.0,0.163,0.693,97.013,4,acoustic
JJ Heller,It'll Be Alright,It'll Be Alright,51,219363,False,0.543,0.324,0,-11.258,1,0.0316,0.452,2.81e-05,0.412,0.181,139.883,4,acoustic
Ingrid Michaelson,Everybody,Everybody,54,208426,False,0.742,0.636,11,-6.744,1,0.0331,0.446,0.0,0.0817,0.48,95.002,4,acoustic
Mark Oblea,Kabilugan Ng Buwan,Kabilugan Ng Buwan,32,283480,False,0.707,0.402,4,-9.773,1,0.0251,0.677,0.0,0.104,0.313,94.99,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 2",Just the Way You Are,55,239573,False,0.531,0.296,1,-7.594,1,0.0304,0.84,0.0,0.124,0.212,106.359,4,acoustic
Andrew Belle,The Ladder,The Ladder,55,227128,False,0.681,0.608,8,-8.369,1,0.0339,0.62,0.000425,0.136,0.315,123.991,4,acoustic
Masaharu Fukuyama,HELLO,HELLO (Original Version),34,243066,False,0.569,0.861,1,-4.547,0,0.0406,0.0425,0.0,0.204,0.511,77.983,4,acoustic
Hanare Gumi,だれそかれそ,接吻,33,369200,False,0.707,0.296,7,-11.633,1,0.078,0.283,0.0,0.0601,0.65,88.006,4,acoustic
Hanare Gumi,音タイム,明日天気になれ,33,244840,False,0.608,0.705,3,-5.178,1,0.0253,0.078,8.36e-05,0.179,0.621,111.204,4,acoustic
Masaharu Fukuyama,IT'S ONLY LOVE,IT'S ONLY LOVE,34,275266,False,0.585,0.734,9,-5.365,1,0.032,0.0334,0.0,0.0934,0.413,117.84,4,acoustic
Masaharu Fukuyama,虹/ひまわり/それがすべてさ,それがすべてさ,34,330720,False,0.527,0.89,7,-5.651,1,0.0665,0.00433,0.0,0.118,0.425,102.644,4,acoustic
A Great Big World,Is There Anybody Out There? - Track by Track Commentary,I Don't Wanna Love Somebody Else,49,163960,False,0.495,0.22,5,-11.16,1,0.0355,0.847,1.4e-06,0.0957,0.345,126.618,4,acoustic
Brandi Carlile,Onward (Original Motion Picture Soundtrack),Carried Me With You,62,213732,False,0.639,0.666,0,-7.775,1,0.0636,0.271,0.0,0.111,0.372,98.384,4,acoustic
Frank Turner,No Man's Land,"I Believed You, William Blake",31,215440,False,0.387,0.526,9,-7.611,0,0.0301,0.244,0.000386,0.105,0.334,130.719,4,acoustic
Get Dead,Dancing with the Curse,Pepperspray,32,136543,False,0.539,0.675,2,-6.987,1,0.0709,0.188,0.0,0.198,0.719,142.041,4,acoustic
Get Dead,Dancing with the Curse,Stickup,32,223707,True,0.487,0.837,0,-5.865,1,0.0623,0.0133,0.0,0.102,0.207,160.025,4,acoustic
Grace George,Heaven (Acoustic),Heaven - Acoustic,54,188181,False,0.529,0.24,0,-9.066,1,0.037,0.938,0.0,0.0659,0.487,131.266,4,acoustic
Jack Savoretti,Days Gone (Original Soundtrack),Soldier's Eyes,50,171760,False,0.666,0.289,7,-12.404,1,0.0317,0.641,8.2e-06,0.109,0.415,109.965,4,acoustic
Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",When I Was Your Man,52,218472,False,0.403,0.237,7,-10.001,1,0.0391,0.906,0.0,0.111,0.163,144.174,4,acoustic
Amber Leigh Irish,Save Your Tears (Acoustic),Save Your Tears - Acoustic,49,177818,False,0.693,0.111,0,-12.356,1,0.0379,0.937,1.47e-06,0.0858,0.247,110.813,4,acoustic
